Timestamp,X,Y,Z
22-May-2021 11:42:54.146,-0.135001,0.062919,0.028711
22-May-2021 11:42:54.161,-0.136834,0.025045,0.083689
22-May-2021 11:42:54.176,-0.094073,-0.020159,0.13439
22-May-2021 11:42:54.191,-0.029322,-0.040928,0.158214
22-May-2021 11:42:54.206,-0.050702,-0.021991,0.095295
22-May-2021 11:42:54.221,-0.260839,0.046426,-0.050091
22-May-2021 11:42:54.236,-0.43799,0.198531,-0.03543
22-May-2021 11:42:54.251,-0.486249,0.343917,-0.025045
22-May-2021 11:42:54.266,-0.432493,0.401338,-0.062919
22-May-2021 11:42:54.281,-0.284663,0.230907,-0.046426
22-May-2021 11:42:54.296,-0.088575,-0.072082,0.029932
22-May-2021 11:42:54.311,0.119119,-0.358578,0.167377
22-May-2021 11:42:54.326,0.175929,-0.626748,0.280387
22-May-2021 11:42:54.341,0.002443,-0.888198,0.181427
22-May-2021 11:42:54.356,-0.157603,-1.014036,0.108734
22-May-2021 11:42:54.371,-0.193033,-1.204015,0.139277
22-May-2021 11:42:54.386,-0.135001,-1.318858,0.106901
22-May-2021 11:42:54.401,0.001833,-1.236391,-0.003665
22-May-2021 11:42:54.416,0.321315,-1.132544,-0.0281
22-May-2021 11:42:54.431,0.486249,-1.063516,-0.038485
22-May-2021 11:42:54.446,0.442266,-0.88942,-0.053145
22-May-2021 11:42:54.461,0.345139,-0.74098,-0.067195
22-May-2021 11:42:54.476,0.072082,-0.438601,-0.156992
22-May-2021 11:42:54.491,-0.257785,-0.243124,-0.197309
22-May-2021 11:42:54.506,-0.497855,-0.150273,-0.153938
22-May-2021 11:42:54.521,-0.474031,-0.124617,-0.085521
22-May-2021 11:42:54.536,-0.171042,0.119119,-0.047037
22-May-2021 11:42:54.551,-0.033598,0.351248,-0.072693
22-May-2021 11:42:54.566,0.021991,0.505186,-0.097738
22-May-2021 11:42:54.581,0.095906,0.6072,-0.136223
22-May-2021 11:42:54.596,0.216857,0.723875,-0.257785
22-May-2021 11:42:54.611,0.317039,0.682336,-0.284052
22-May-2021 11:42:54.626,0.202196,0.552222,-0.20464
22-May-2021 11:42:54.641,0.029322,0.438601,-0.12034
